Name,Disc. Date,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray
LSQ14akx,3/13/14,34:05.7,-07:39:36.5,0.023,IIb,1,,,
SN2014ad,3/12/14,"11:57:44.44,11:57:44.4","-10:10:15.7,-10:10:16,-10:10:15.6",0.0057,BL-Ic,173,4,,
PS1-14qg,2/27/14,07:30.6,-09:58:08.7,0.06,Ib,2,1,,
PS1-14od,2/25/14,"03:21:06.230,03:21:06.23","-07:16:57.40,-07:16:57.4",0.02,IIb,3,1,,
PTF14va,2/24/14,21:58.0,+02:20:41.2,0.006,Ib/c,1,,,
CSS140222:141104+253050,2/22/14,"14:11:04.41,14:11:04.39",+25:30:49.9,0.031,Ib,3,1,,
OGLE-2014-SN-014,2/5/14,27:23.7,-74:42:11.1,0.043,Ib,34,,,
SN2014L,1/26/14,"12:18:48.68,12:18:48.72","+14:24:43.5,+14:24:43.4",0.008029,Ic,306,20,,
LSQ14hj,1/20/14,25:08.1,-32:37:32.8,0.05,IIb,1,1,,
PSN J06120295-2149353,1/20/14,12:02.9,-21:49:35.3,0.0077,Ic,1,,,
LSQ14gs,1/16/14,"12:27:41.38,12:27:41.39","-22:57:18.6,-22:57:18.7",0.04,Ic,3,1,,
LSQ14ds,1/8/14,48:14.4,-27:00:46.4,0.057,Ic,1,1,,
SN2014C,1/5/14,37:05.6,+34:24:31.9,0.002722,Ib,60,17,,
SN2013hx,12/31/13,35:33.3,-57:57:50.6,"0.135,0.135",Ic,37,18,,
iPTF13efs,12/11/13,"07:55:26.19,07:55:26.12","+52:48:17.9,+52:48:18.0",0.040756,II,5,2,,
OGLE-2013-SN-134,12/10/13,13:58.0,-72:58:24.9,0.039,Ic,31,1,,
LSQ13dkg,12/9/13,15:53.2,-16:08:26.4,0.015,Ib/c,1,1,,
SN2013hd,12/2/13,"03:54:21.40,03:54:21.4,03:54:21.408","+17:35:04.8,+17:35:05,+17:35:04.92",0.03368,Ib,1,1,,
iPTF13edf,11/28/13,44:09.5,+40:19:28.5,0.0267,IIb/Ib,1,1,,
LSQ13der,11/28/13,46:39.9,-26:59:15.5,0.06,Ic,1,,,
PSN J11484578-2817312,11/27/13,48:45.8,-28:17:31.2,0.01,Ic BL,1,2,,
SN2013hv,11/18/13,50:59.3,-23:39:29.4,0.01327,Ic,1,,,
SN2013ge,11/8/13,34:48.5,+21:39:41.9,0.004356,Ic,381,40,,
SN2013gg,11/5/13,"09:21:08.27,09:21:08.25","+49:35:33.5,+49:35:33.8",0.0274,IIb,1,1,,
LSQ13cum,11/3/13,15:07.5,"-24:05:38.4,-24:05:38.8",0.026,Ib,8,,,
SN2013ho,11/1/13,06:59.0,+46:08:11.6,0.03378,Ib/c,1,1,,
SN2013gk,10/28/13,42:13.0,-49:44:37.0,0.0177,IIb,1,,,
OGLE-2013-SN-091,10/10/13,44:44.2,-63:55:51.1,0.08,Ic,26,1,,
PS1-13djz,9/19/13,,,,Ic,1,,,
DES13C1feu,9/15/13,33:04.0,-26:57:53.5,0.059,Ic,1,,,
SN2013fq,9/15/13,59:08.0,-55:55:46.6,0.01149,IIb,1,15,,
LSQ13ccw,9/4/13,35:51.6,-18:32:52.0,0.0603,Ibn,93,4,,
SN2013ff,8/31/13,"09:13:38.88,09:13:38.8",+76:28:10.8,0.004923,Ic,3,1,,
DES13C2bxd,8/31/13,38:02.5,-29:09:25.6,0.039,Ic,1,,,
LSQ13byc,8/25/13,08:43.7,-21:38:08.9,0.04,Ib/c,1,1,,
LSQ13bwg,8/20/13,55:45.1,-02:10:52.8,0.024,Ib/c,1,1,,
PTF13cab,7/30/13,13:17.7,+14:26:06.7,0.03,Ib,1,,,
PTF13cbf,7/30/13,13:07.0,+14:17:53.6,0.039,Ic,1,,,
SN2013ep,7/29/13,"22:58:30.35,22:58:29.3","+40:25:44.5,+40:25:46",0.016888,IIb,1,1,,
SN2013ek,7/24/13,57:53.9,-51:52:24.5,0.016,Ib,7,22,,
LSQ13bbv,7/15/13,58:05.0,+03:51:20.25,0.05,Ib,1,,,
SN2013el,7/11/13,17:52.4,-07:18:02.1,0.017475,Ib Pec,18,1,,
LSQ13bca,7/7/13,16:16.4,-20:30:48.9,0.08,II,1,1,,
SN2013dk,6/22/13,01:52.7,-18:52:18.3,0.005477,Ic,22,4,,
iPTF13bvn,6/16/13,"15:00:00.152,15:00:00.18","+01:52:53.17,+01:52:53.5",0.00449,Ib,678,25,,
PSN J00564446-0954595,6/10/13,56:44.5,-09:54:59.5,0.018886,IIb,1,,,
SN2013df,6/7/13,26:29.3,+31:13:38.3,"0.002388,0.002395",IIb,489,23,,
PSN J11430127+2357016,5/29/13,43:01.3,+23:57:01.6,0.0239,II,1,,,
SN2013gl,5/9/13,31:00.5,+20:28:10.3,0.0205,Ib,1,3,,
CSS130508:102149+414425,5/8/13,21:48.6,+41:44:25.4,0.09,Ib Pec,1,,,
SN2013co,5/6/13,55:50.5,+30:30:41.5,0.049724,Ic,1,,,
SN2013cu,5/5/13,33:59.0,+40:14:20.7,0.025235,II,51,6,,
PS1-13avb,5/2/13,,,,Ib,1,,,
SN2013ch,4/30/13,41:43.4,-84:27:52.4,0.0073,IIb,1,,,
SN2013cq,4/27/13,"11:32:32.84,11:32:32.81,11:32:36","+27:41:56.2,+27:41:56.1,+27:42:21.6",0.3399,Ic BL,16,1,,
LSQ13abf,4/15/13,"11:49:06.620,11:49:06.62",+19:10:10.71,0.02,Ic,1,,,
SN2013bn,4/15/13,"11:48:02.03,11:48:02.02","+54:34:38.6,+54:34:38.5",0.0545,Ic BL,1,1,,
SN2013bv,4/9/13,41:21.3,+52:43:30.3,0.06,Ic,1,,,
SN2013bk,4/7/13,"09:40:47.55,09:40:47.6,09:40:47.52","-05:26:11.9,-05:26:12,-05:26:10.068,-05:26:11.868",0.02,Ic,12,1,,
LSQ13xf,4/7/13,16:03.2,+05:07:12.7,0.048973,IIb,1,,,
SN2013bl,4/7/13,46:15.1,+41:34:40.0,0.030364,IIb,1,1,,
SNhunt181,4/6/13,"12:18:41.3,12:18:41.38,12:18:41.29,12:18:41.28","+11:43:53,+11:43:53.0,+11:43:53.1,+11:43:53.04",0.04,Ib,1,,,
SN2013bb,4/3/13,"14:12:13.96,14:12:14.0,14:12:13.92","+15:50:31.5,+15:50:32,+15:50:31.56",0.0175,IIb,1,16,,
LSQ13th,4/2/13,28:49.0,-03:30:46.4,0.056,Ib/c,1,1,,
PS1-13abw,4/1/13,,,,Ic,1,,,
SN2013bd,3/17/13,"15:42:58.13,15:42:58.1,15:42:58.08","-18:23:47.2,-18:23:47,-18:23:47.4",0.034,IIb,1,,,
PSN J11534177-5406168,3/10/13,53:41.8,-54:06:16.8,0.022416,Ic,1,1,,
SN2013ak,3/9/13,07:06.7,-28:03:10.1,0.0037,IIb,76,20,,
PSN J12393328+1525520,2/22/13,39:33.3,+15:25:52.0,0.072,Ic,1,,,
PTF13v,2/1/13,38:42.4,+32:18:23.1,0.062,IIb,1,,,
SN2013J,1/19/13,12:50.3,+28:04:19.7,0.034,Ic,1,1,,
SN2013F,1/5/13,"23:28:45.03,23:28:45.0,23:28:45.12","-41:19:56.2,-41:19:56,-41:19:56.28",0.005,Ib,1,,,
LSQ12htu,12/21/12,11:37.1,-07:23:11.6,0.052,IIb?,1,1,,
SN2012ib,12/20/12,03:54.9,+42:06:55.3,0.016872,Ib/c,1,1,,
SN2012hs,12/15/12,49:14.7,-47:54:45.6,0.006424,II,1,25,,
CSS121210:112615+144039,12/10/12,26:15.0,+14:40:39.0,0.09,Ic,1,,,
LSQ12hbo,12/5/12,56:16.0,"-20:51:32,-20:51:32.0",0.013,IIb,1,1,,
CSS121204:033907-064917,12/4/12,39:07.0,-06:49:17.0,0.03,Ib,1,,,
SN2012hf,11/22/12,56:57.5,-14:17:37.8,0.015497,Ic,1,1,,
LSQ12gkk,11/13/12,07:28.6,-23:51:16.7,0.059,Ic,1,,,
SN2012gi,11/9/12,08:52.4,+40:20:24.0,0.0242,Ic,1,,,
LSQ12gbt,11/6/12,30:10.3,+09:23:17.6,0.07,Ib/c,1,,,
LSQ12gbz,11/6/12,26:20.4,"-10:06:12.8,-10:06:12.0",0.028,Ic,1,,,
LSQ12fwb,11/2/12,25:25.2,+06:42:25.9,0.03,IIb,1,,,
SN2012gh,10/26/12,"16:46:52.49,16:46:52","+56:51:05.4,+56:51:05",0.07,Ic,1,1,,
LSQ12frx,10/25/12,51:57.2,-23:42:36.7,0.03,Ib/c,1,,,
SN2012gu,10/25/12,"03:52:40.680,03:52:40.68","-27:26:19.32,-27:26:19.3","0.45,0.45",Ic,1,,,
LSQ12fnt,10/20/12,32:41.4,-01:11:11.0,0.019,Ic,1,1,,
SN2012fh,10/18/12,43:34.0,+24:53:29.0,0.001935,IIb/Ib/Ic,9,3,,
OGLE-2012-sn-006,10/16/12,33:34.8,-74:23:40.1,0.06,Ibn,311,19,,
SN2012fg,10/7/12,"09:24:37.95,09:24:38.05","+49:21:32.0,+49:21:34.0",0.01624,IIb,1,1,,
SN2012fn,10/7/12,"03:35:28.283,03:35:28.28","-27:36:21.63,-27:36:21.6,-27:36:21.48","0.284,0.284",Ic,1,,,
PSN J01232438+0925545,10/3/12,"01:23:24.40,01:23:24.38",+09:25:54.5,0.00758,Ib/c,1,,,
LSQ12ffm,9/19/12,15:58.5,+08:44:34.1,0.148,Ic?,1,1,,
SN2012ex,9/16/12,"01:18:45.97,01:18:46.0,01:18:45.984","+14:59:40.2,+14:59:40",0.0229,Ib,1,,,
SN2012ey,9/16/12,"02:24:50.64,02:24:50.6","+16:10:54.3,+16:10:54,+16:10:54.12",0.0272,IIb,1,1,,
CSS120914:215710+055647,9/14/12,57:09.9,+05:56:47.1,0.05,Ic,1,,,
SN2012ej,8/22/12,26:51.0,+59:05:02.6,0.0089,Ic,1,,,
LSQ12emi,8/21/12,00:13.8,-22:11:17.5,0.05,Ic,1,1,,
LSQ12elq,8/20/12,32:15.5,+01:29:15.7,,Ic?,1,,,
SN2012ek,8/18/12,40:28.8,+36:07:17.4,0.028563,Ib,1,1,,
SN2012es,8/12/12,24:29.1,-16:45:39.2,0.00895,IIb,1,,,
PTF12hni,8/7/12,31:55.9,-06:47:49.0,0.1056,Ic,80,3,,
SN2012dy,8/3/12,"21:18:50.70,21:18:50.64","-57:38:42.5,-57:38:41.28",0.0103,II,7,48,,
SN2012dx,7/26/12,17:17.4,+33:25:48.7,0.0149,Ib,1,1,,
SN2012im,7/25/12,"20:57:53.92,20:57:53.9,20:57:54","-51:52:24.8,-51:52:25,-51:52:24.96",0.016,Ic,1,,,
PTF12gzk,7/24/12,12:41.5,+00:30:43.1,0.01377,Ic Pec,200,69,,
PTF12gvr,7/20/12,05:13.3,+30:28:07.0,0.056,Ib/c,1,,,
LSQ12dyw,7/17/12,29:24.8,-07:23:20.4,0.09,Ic Pec,1,,,
PTF12gpn,7/14/12,05:32.3,-06:38:34.7,0.02165,IIb,1,,,
SN2012dj,7/1/12,"23:14:47.98,23:14:48","-43:36:22.3,-43:36:23.04",0.005324,Ib/c,37,14,,
SN2012dp,6/16/12,"16:00:35.09,16:00:35.1,16:00:35.04","+15:41:04.3,+15:41:04,+15:41:04.2",0.0359,Ib,1,1,,
SN2012cw,6/14/12,13:48.0,+03:26:02.6,0.004486,Ic,2,,,
SN2012cs,5/27/12,31:57.7,+68:14:42.8,0.0218,IIb,1,,,
SN2012cd,5/6/12,"13:22:35.25,13:22:35.288","+54:48:47.7,+54:48:47.11","0.0118,0.0118",IIb,49,,,
SN2012bz,4/25/12,"09:07:38.38,09:07:39.6","+14:01:07.5,+13:58:26.4",0.283,Ic BL,160,5,,
SN2012bw,4/22/12,"16:12:56.09,16:12:56.1,16:12:56.16","+32:30:42.3,+32:30:42,+32:30:42.12",0.0309,Ic,1,,,
SN2012hn,4/12/12,"06:42:42.55,06:42:42.6,06:42:42.48","-27:26:49.8,-27:26:50,-27:26:49.92",0.0076,Ic Pec,151,9,,
LSQ12btw,4/9/12,"10:10:28.820,10:10:28.82",+05:32:12.48,0.0571,Ibn,41,6,,
LSQ12bqn,4/2/12,28:43.5,"-09:04:25.0,-09:04:25.7",0.091,Ic?,1,1,,
LSQ12bph,4/1/12,"15:47:32.420,15:47:32.42",+23:04:46.38,0.045,Ic,1,2,,
PTF12cde,3/30/12,58:58.4,+36:14:26.4,0.0125,Ib/c,1,,,
SN2012bk,3/25/12,54:51.7,-26:30:46.4,0.0176,Ib,1,,,
PTF12bwq,3/22/12,46:54.4,+25:17:27.2,0.04,Ib,1,,,
SN2012au,3/14/12,"12:54:52.18,12:54:52.2,12:54:52.08","-10:14:50.2,-10:14:50,-10:14:50.28",0.0045,Ib,73,10,16,
PS1-12sk,3/11/12,"08:44:54.860,08:44:54.86,08:44:54.857","+42:58:16.89,+42:58:16.9",0.05402,Ibn,76,5,,
LSQ12axx,3/8/12,17:50.7,-05:43:11.1,0.0399,Ib,1,,,
SN2012bt,3/7/12,08:13.1,"-62:23:54.2,-62:23:54.3",0.0144,Ic,1,,,
SN2012an,2/21/12,24:10.2,+59:00:06.9,0.0111,IIb,1,,,
SN2012at,2/15/12,"04:54:52.81,04:54:52.8,04:54:52.824","-37:19:16.1,-37:19:16,-37:19:16.32",0.0078,Ic,1,,,
SN2012ap,2/10/12,00:13.7,-03:20:51.2,0.01224,Ic BL,94,19,,
SN2012aa,1/25/12,"14:52:33.48,14:52:33.5","-03:31:54.0,-03:31:54",0.0797,Ic,1,4,,
SN2012P,1/22/12,"14:59:59.12,14:59:59.04","+01:53:24.4,+01:53:25.1","0.004533,0.004479",Ib/c,284,1,,
SN2012ba,1/21/12,22:25.1,-38:12:04.2,0.017292,Ic,1,,,
SN2012il,1/19/12,"09:46:12.91,09:46:12.85","+19:50:28.7,+19:50:28.2","0.175,0.175",SLSN-I,44,7,,
SN2012Q,1/14/12,46:26.6,-36:53:13.4,0.031669,Ic,1,,,
SN2012C,1/4/12,37:30.5,+32:50:31.5,0.0145,Ic,1,,,
SN2012F,1/4/12,33:19.5,+03:48:17.4,0.03,Ib,1,1,,
SN2012J,1/2/12,56:23.6,-37:36:18.0,0.0092,Ib/c,1,,,
SN2011kf,12/30/11,36:57.5,+16:30:56.6,"0.245,0.245",Ic,47,2,,
SN2011jm,12/24/11,"12:54:51.10,12:54:51.1,12:54:51.09,12:54:51.12","+02:39:14.9,+02:39:15,+02:39:14.8,+02:39:14.904",0.0031,Ic,1,1,,
SN2011jf,12/22/11,38:54.6,+27:50:48.7,0.0153,Ib Pec,1,1,,
LSQ11jw,12/18/11,04:47.4,+00:50:06.0,0.02,Ic,1,,,
SN2011jg,12/17/11,17:18.9,"+59:19:29.8,+59:19:29.7",0.0149,IIb,1,,,
SN2011it,11/27/11,"22:02:44.43,22:02:44.45","+31:41:48.5,+31:41:49.0",0.015894,Ic,2,1,,
SN2011jl,11/27/11,43:02.9,-36:21:52.4,0.01,Ic,1,,,
SN2011ip,11/20/11,13:47.6,-12:41:06.0,0.049,Ic,1,1,,
SN2011hw,11/18/11,"22:26:14.54,22:26:14.64,22:26:14.53","+34:12:59.1,+34:12:59.04,+34:12:59.0",0.023,IIn/Ibn,124,22,,
SN2011ii,11/15/11,16:34.1,"-38:29:03.8,-38:29:03.7",0.0232,Ib,1,,,
SN2011hs,11/12/11,57:11.8,-43:23:04.8,0.0057,IIb,228,23,,
SN2011hp,11/3/11,"12:16:25.47,12:16:25.46",-43:19:46.9,0.0066,Ic,1,,,
SN2011hg,10/28/11,11:48.8,+31:01:00.4,0.0236,IIb,21,1,,
PTF11qcj,10/23/11,13:41.5,+47:17:57.0,0.028,Ic,68,6,,
PS1-12bqf,9/23/11,24:54.6,-04:50:22.72,0.522,Ic,75,,,
SN2011fu,9/21/11,"02:08:21.41,02:08:21.40",+41:29:12.3,0.018489,IIb,239,44,,
SN2011gh,9/19/11,"07:32:14.94,07:32:14.9,07:32:14.88","+25:54:14.6,+25:54:15,+25:54:14.76",0.0189,Ib,1,1,,
SN2011fz,9/18/11,"22:58:20.30,22:58:20.3,22:58:20.29,22:58:20.4","+02:17:29.9,+02:17:30,+02:17:29.8,+02:17:29.904",0.0161,Ib,1,1,,
SN2011gw,9/15/11,28:17.0,"-62:21:18.9,-62:21:18.8",0.0108,Ib/c,1,,,
SN2011ft,8/30/11,52:43.0,+29:04:10.6,0.0173,IIb,1,2,,
SN2011gd,8/28/11,34:25.7,"+21:32:28.4,+21:32:28.3",0.0098,Ib,1,1,,
PTF11kmb,8/24/11,22:53.6,+36:17:36.5,0.017,Ca-rich,90,3,,
SN2011fl,8/22/11,47:19.9,+27:49:35.5,0.0158,Ib,1,,,
PTF11klg,8/19/11,07:09.9,+06:29:08.7,0.026522,Ic,1,,,
PTF11kaa,8/3/11,26:24.2,+46:51:29.6,0.04,Ib,1,,,
PTF11izq,7/26/11,47:30.1,+40:04:32.5,0.062,Ib,1,,,
SN2011ei,7/25/11,"20:34:22.62,20:34:22.56","-31:58:23.6,-31:58:23.52",0.009313,IIb,72,15,,
PTF11ixk,7/24/11,21:45.0,+31:14:04.6,0.021,Ic,1,,,
PTF11iqb,7/23/11,"00:34:04.84,00:34:04.836","-09:42:17.9,-09:42:17.92","0.0125,0.0125",IIn,450,1,,
PTF11ilr,7/22/11,07:32.5,+15:20:23.0,,Ib,1,,,
SN2011ef,7/18/11,30:57.0,"+15:29:24.3,+15:29:24.2",0.0134,II P,184,3,,
SN2011ee,6/27/11,27:57.3,"+08:46:38.1,+08:46:38.0",0.03,Ic,1,,,
SN2011dw,6/24/11,31:39.5,"+41:29:22.9,+41:29:22.8",0.0303,IIb,1,,,
SN2011dh,6/1/11,30:05.1,+47:10:10.922,0.001638,IIb,1432,76,,
SN2011dc,5/14/11,"14:58:56.51,14:58:56.50",+65:54:08.3,0.04,Ib,1,,,
PTF11dlg,5/11/11,02:35.8,+40:30:00.7,0.062,IIb,1,,,
SN2011cb,4/29/11,"22:47:07.49,22:47:07.00","-64:49:43.4,-64:49:43.0",0.0079,IIb,6,,,
SN2011cs,4/27/11,08:01.1,+49:13:33.0,"0.1,0.1",Ic,1,,,
SN2011ca,4/26/11,"12:31:24.94,12:31:24.89","+29:07:50.6,+29:07:50.0",0.0152,Ic,1,,,
SN2011ep,4/14/11,03:41.8,+32:45:52.6,"0.28,0.28",Ic,1,,,
SN2011br,4/9/11,06:20.2,+62:59:00.6,0.022,Ib,1,1,,
PSN J12565170+2629167,4/7/11,56:51.7,+26:29:16.7,,Ib/c,1,,,
SN2011bp,4/6/11,"11:12:29.96,11:12:29.95",+31:23:05.5,,IIb,1,1,,
SN2011bl,4/5/11,"13:34:14.70,13:34:14.69","+37:12:34.8,+37:12:34.7",0.0184,Ib/c,19,,,
SN2011bm,4/4/11,"12:56:53.89,12:56:53.88,12:56:53.94","+22:22:28.2,+22:22:28.1",0.022,Ic,309,17,,
SN2011bv,3/30/11,"13:02:53.57,13:02:53.52","-04:02:36.0,-04:02:35.988",0.077,IIb,4,,,
SN2011bh,3/29/11,45:13.6,+53:04:10.7,0.0189,Ic,1,,,
SN2011bo,3/21/11,"18:59:38.46,18:59:38.45","-41:45:55.8,-41:45:55.7",0.0192,Ic,1,,,
PTF11bli,3/15/11,02:16.2,+33:39:41.5,0.0344,Ib/c,1,,,
PTF11bij,3/9/11,58:58.4,+37:23:12.0,0.035,Ib-Ca,14,1,,
SN2011aw,3/9/11,55:47.4,+21:11:26.7,0.055,Ib/c,1,,,
SN2011am,2/27/11,"12:16:26.00,12:16:26.4","-43:19:20.0,-43:19:21.36",0.0066,Ib,60,,,
PS1-11ka,2/4/11,"12:16:26.983,12:16:26.980","+47:01:28.37,+47:01:28.32",0.0242,Ib/c,1,,,
SN2011V,1/28/11,"09:27:38.76,09:27:38.75","+28:47:27.2,+28:47:27.5",0.0138,IIb,1,,,
SN2011N,1/20/11,51:35.2,-59:02:51.3,0.0114,Ic,1,,,
SN2011D,1/5/11,"03:02:14.55,03:02:14.6,03:02:14.53,03:02:14.592","+17:20:58.6,+17:20:59,+17:20:58.3,+17:20:58.92",0.0231,IIb,1,1,,
SN2010ls,12/29/10,40:51.6,-48:23:03.1,0.0095,II,1,,,
SN2010ln,12/25/10,20:53.6,+38:15:11.9,0.0168,Ib,1,,,
SN2010lz,12/3/10,50:21.3,"-21:44:31.9,-21:44:31.8","0.09,0.09",Ic,1,,,
SN2010kh,11/18/10,59:46.7,-01:53:43.9,0.0195,II,1,,,
SN2010kc,11/15/10,20:22.3,+27:18:57.8,0.0143,Ib,1,1,,
SN2010lg,11/15/10,56:40.2,+38:10:43.8,,II,1,,,
PTF10aavz,11/14/10,20:13.4,+03:44:45.2,0.062,Ic BL,1,,,
SN2010jw,11/14/10,47:06.9,+28:14:17.4,0.0212,Ic,1,,,
MLS101113:033911+225352,11/13/10,39:10.6,+22:53:52.0,,Ic,1,,,
SN2010jr,11/12/10,19:34.5,-32:39:14.6,0.0124,II,170,,,
PS1-10bkj,10/31/10,"03:36:07.2,03:36:07.217","-27:40:03.36,-27:40:03.31",0.44779,Ia,14,,,
SN2010is,10/12/10,19:14.4,+26:03:12.2,0.0209,Ib/c,1,,,
SN2010iq,10/11/10,54:23.3,+15:09:20.6,0.0245,Ic,1,,,
SN2010ir,10/9/10,57:23.8,-24:43:10.5,"0.0086,0.0086",II,1,,,
PTF10xla,10/4/10,45:16.3,-14:13:42.5,0.053,Ib/c,1,,,
CSS101008:001049+141039,10/3/10,10:49.3,"+14:10:37.3,+14:10:39.0",0.1688,IIn,1,3,,
PTF10acbu,10/3/10,"14:00:46.92,14:00:47.12","+59:20:16.5,+59:20:17.0",0.009877,Ic,1,,,
SN2010io,9/30/10,"08:43:21.41,08:43:21.448","+45:44:18.0,+45:44:18.08","0.0065,0.0079",Ic,1,,,
SN2010il,9/29/10,29:53.1,-02:11:24.7,0.0189,Ib/c,1,,,
SN2010ig,9/28/10,50:49.0,+32:32:58.9,0.0378,Ib,1,,,
SN2010if,9/26/10,45:45.2,+11:07:53.6,"0.039,0.039",Ib,1,1,,
SN2010ik,9/17/10,"00:12:07.65,00:12:07.48","+41:45:24.4,+41:45:24.6","0.017,0.025",II,1,,,
PTF10vgv,9/14/10,16:01.2,+40:52:03.3,0.015,Ic BL,1,6,,
SN2010hf,8/31/10,37:19.8,+56:22:57.8,0.0273,II,1,,,
SN2010hc,8/24/10,"19:55:08.24,19:55:08.2,19:55:08.16","-39:21:58.5,-39:21:59,-39:21:58.32",0.020223,IIb,1,,,
PTF10svt,8/21/10,37:17.8,-17:05:41.2,0.031,Ic,1,,,
PTF10qts,8/13/10,41:37.6,+28:58:21.1,0.0907,Ic BL,1,7,,
SN2010gr,7/29/10,33:59.0,+44:20:50.2,0.0169,Ic,1,1,,
SN2010gi,7/18/10,"17:21:46.03,17:21:46.06","+75:50:44.4,+75:50:44.5","0.0041,0.0041",II,1,,,
SN2010gk,7/17/10,02:35.9,+32:30:30.7,0.0145,Ic,1,1,,
SN2010gd,7/8/10,57:41.0,+27:49:48.1,0.0235,Ic,1,,,
SN2010et,6/16/10,16:54.1,+31:33:50.6,0.023,Ca-rich,89,7,0,
SN2010ej,6/15/10,13:56.7,+31:32:25.1,0.0523,IIb,1,1,,
SN2010ek,6/15/10,48:41.0,+27:37:11.4,"0.032,0.032",IIb,1,1,,
SN2010eh,6/13/10,48:13.5,-05:48:13.0,"0.02,0.02",Ic,1,,,
SN2010ei,6/12/10,54:07.7,+42:32:54.6,0.019,IIb,1,1,,
SN2010fk,6/6/10,"16:11:19.41,16:11:19.406,16:11:19.410","+53:38:15.0,+53:38:14.98,+53:38:14.94","0.14,0.14",II,1,,,
SN2010do,6/1/10,57:28.1,"+06:05:48.5,+06:05:48.3",0.0146,Ic,1,1,,
SN2010dc,5/22/10,27:17.7,-59:18:44.9,0.0137,Ib/c,1,,,
SN2010ct,5/15/10,44:50.0,+06:36:05.3,0.0277,II,1,,,
PTF10hcw,5/14/10,43:36.2,+50:12:38.5,,Ib,1,,,
SN2010cn,5/4/10,04:06.6,+04:49:58.7,"0.026,0.026",IIb,28,3,,
SN2010mb,4/10/10,00:23.1,+37:44:57.0,"0.1325,0.1325",Ic,49,6,,
SN2010br,4/10/10,"12:03:10.95,12:03:10.96","+44:31:43.1,+44:31:42.8","0.0023,0.0023",Ib/c,1,,,
PTF10htz,4/3/10,08:37.5,+79:47:13.2,0.0352,Ia,1,2,,
SN2010as,3/19/10,49:49.2,-29:23:09.7,0.007315,Ib/c,1,26,,
SN2010av,3/19/10,06:57.0,+56:30:27.8,0.0296,Ib,1,1,,
SN2010ay,3/17/10,35:27.2,+27:04:02.8,0.0671,Ic BL,6,3,,
SN2010bh,3/16/10,"07:10:31.8,07:10:31.80",-56:15:20.2,0.0593,Ic BL,69,16,,
SN2010al,3/13/10,14:15.9,+18:26:18.2,0.017155,Ibn,180,29,,
SN2010am,3/12/10,33:01.7,+15:49:08.8,"0.02,0.02",IIb,1,1,,
SN2010ak,3/11/10,10:50.0,+17:58:36.1,0.0365,Ic,1,1,,
SN2010bf,2/24/10,"10:48:15.79,10:48:15.786,10:48:15.784","+57:24:19.5,+57:24:19.47,+57:24:19.48","0.074,0.074",Ic,19,,,
SN2010ah,2/23/10,44:03.0,+55:41:27.6,0.0498,Ic BL,1,2,,
SN2010ad,2/18/10,02:13.6,+15:56:18.8,0.0355,II,1,,,
SN2010ac,2/13/10,58:24.4,-34:30:55.4,0.0169,Ic,1,,,
SN2010X,2/7/10,48:27.9,+73:28:14.8,"0.015,0.015",Ic,16,5,,
SN2010O,1/24/10,28:33.9,+58:33:51.6,0.0104,Ib,1,2,,
SN2010P,1/18/10,"11:28:31.38,11:28:31.362","+58:33:49.3,+58:33:49.35",0.0104,Ib/IIb,9,,,
SN2010S,1/16/10,39:04.5,-00:37:12.2,,Ic,7,,,
SN2010Q,1/15/10,26:27.1,+39:01:50.9,"0.055,0.055",Ic,1,,,
SN2010R,1/15/10,17:10.5,+25:39:58.7,"0.078,0.078",Ia,1,,,
SN2009mu,12/21/09,51:57.7,-33:04:42.4,"0.0098,0.0098",II,1,,,
SN2009mk,12/15/09,06:21.4,-41:28:59.8,"0.005,0.005",IIb,43,,,
SN2009np,12/15/09,27:06.6,+06:25:33.3,0.026,Ic,1,2,,
SN2009mi,12/12/09,52:38.2,-17:47:02.5,0.0104,Ic,5,3,,
SN2009mg,12/7/09,21:44.9,-59:44:26.0,"0.0076,0.0076",IIb,77,12,,
SN2009nz,11/27/09,"02:26:19.9,02:26:19.90,02:26:19.44","-18:57:09,-18:57:09.0,-18:56:52.8","0.49,0.49",Ic BL,1,,,
SN2009nh,11/26/09,10:59.0,+15:36:41.1,,Ic,1,,,
SN2009lw,11/24/09,28:12.1,+31:18:46.3,0.0167,IIb/Ib/Ic,1,1,,
SN2009lj,11/13/09,12:32.5,+39:18:42.0,0.0146,IIb/Ib/Ic,1,1,,
SN2009nf,11/11/09,58:57.0,-07:16:58.3,,II,1,,,
SN2009nl,10/23/09,39:47.8,-11:13:25.0,,Ic,1,,,
SN2009ny,10/20/09,11:23.6,-09:12:44.4,0.057,Ib,1,,,
SN2009ka,10/18/09,17:35.8,+26:01:12.0,,IIb,1,2,,
SN2009jx,10/17/09,12:09.8,-01:28:32.5,0.0323,II,1,,,
SN2009jv,10/16/09,40:57.8,+47:37:04.0,0.0161,IIb,1,2,,
SN2009jy,10/14/09,19:39.2,-25:49:21.9,"0.012,0.0097",Ic,1,,,
SN2009jf,9/27/09,04:53.0,+12:19:59.5,0.0079,Ib,331,51,,
SN2009iz,9/19/09,42:15.4,+42:23:50.1,"0.014,0.014",Ib,234,11,,
SN2009je,9/17/09,28:40.1,+22:06:46.4,"0.019,0.019",Ic,1,,,
